question,selected,diversity
贵宾卡怎么做，贵宾卡有什么用处，贵宾卡大概多少钱,"贵宾卡有哪些主要功能？, 贵宾卡的机场服务有哪些具体项目？, 贵宾卡的贵宾客户服务有哪些专属优势？, 贵宾卡在机场享受哪些特权服务？, 贵宾卡可以为客户提供哪些专属服务？",5.395777195692062
刚出学校，想办信用卡，老是办不下来，怎么办呀,"我刚毕业，想办信用卡但一直办不下来，该怎么办？, 我刚毕业，办信用卡老是被拒绝，应该怎么办？, 刚毕业找工作，信用卡申请一直被拒，怎么办？, 我刚毕业，信用卡申请总是被拒，有什么方法可以办理？, 我刚从学校毕业，信用卡申请遇到困难，有什么途径能解决？",6.041545391082764
为人民服务的岗位，为什么不能贷款,"为什么我不能申请农行的贷款？, 为什么某些岗位不能办理农业银行的贷款？, 我符合条件为什么还是不能申请农业银行贷款？, 为什么不能在农业银行办理贷款？, 为什么无法通过农业银行申请贷款？",6.885915517807007
农业信用卡被锁定有申请解冻成功的短信吗,"农业信用卡被锁定后，是否有收到解冻成功的通知短信？, 解冻农业信用卡后，我是否能收到相关的解冻成功短信？, 农业信用卡解冻后，是否能收到银行的确认短信？, 解冻农业信用卡后，我会收到银行发送的成功解冻短信吗？, 我的农业信用卡被冻结了，申请解冻后是否会收到确认短信？",6.672542214393616
农行信用卡正常使用被冻结，怎么办？,"我的农行信用卡被冻结了，应该怎么解决？, 我的农行信用卡被冻结了，怎么办才能解除？, 我的农行信用卡被冻结了，我该如何确认冻结原因？, 农行信用卡被冻结了，我该怎样找出冻结的原因？, 如果农行信用卡被冻结了，应该如何处理？",7.3925007581710815
过生日了银行会发短信祝福吗？,"农行客户生日会收到祝福短信吗？, 农行的客户会在生日当天收到祝福短信吗？, 农行会在生日时给客户发祝福短信吗？, 农行会在客户的生日给我发祝福短信吗？, 农行是否会在客户生日时发送祝福短信？",7.417983829975128
网贷哪个口子容易放款,"网贷哪个平台容易审批放款？, 哪些网贷平台能够快速审批放款？, 哪个网贷平台可以快速放款？, 哪些网贷平台比较容易批准贷款？, 哪些网贷平台的放款审批速度最快？",6.961695849895477
人力资源和社会保障卡能贷款吗,"人力资源和社会保障卡能用于申请贷款吗？, 劳动和社会保障卡可以作为贷款申请的一部分吗？, 社会保障卡是否能作为贷款申请的有效证明？, 社会保障卡能否作为贷款的审批标准之一？, 社保卡是否可以作为贷款审核的依据？",5.7893359661102295
现金速递可以不还吗,"现金速递如果没有钱能不能不还？, 如果没钱，能不能不还现金速递的款？, 没有钱能不能不还现金速递贷款？, 没钱的话，现金速递能不能延迟不还？, 没钱了，现金速递借款能否不用还？",6.255006313323975
现金速递以后上征信吗？,"现金速递的借款会影响征信记录吗？, 现金速递的贷款会不会影响征信？, 现金速递的贷款会影响我的信用吗？, 现金速递借款是否会影响个人信用记录？, 现金速递借款是否会影响信用评估？",7.218820929527283
现金速递逾期能拖多久？,"现金速递逾期后可以拖延多长时间？, 现金速递逾期后，最迟可以拖多长时间还款？, 现金速递逾期后，可以延迟多少天才不会有太大后果？, 现金速递逾期后，能拖多少天才不会被催款？, 现金速递逾期之后，能延期多少天才不会影响信用评分？",6.032786935567856
货上钱上征信查征信吗,"在申请网捷贷时，是否会查征信记录？, 申请网捷贷的审批速度是否与征信记录有关？, 申请网捷贷时是否会检查我的信用评分？, 申请网捷贷是否需要提供征信报告？, 网捷贷申请过程中是否涉及到征信查询？",6.016336143016815
新手贷款，是去银行还是找第三方比较合适？,"新手贷款是选择银行好，还是找第三方机构更合适？, 新手贷款，是去银行找贷款更安全，还是选择第三方机构服务？, 新手贷款时，是选择银行贷款更保险，还是第三方贷款更方便？, 选择银行贷款还是找第三方贷款平台，哪个更适合新手？, 贷款新手去银行还是找第三方贷款机构更值得推荐？",6.2724050879478455
现金速递会打电话给贷款者吗,"现金速递会经常打电话给借款人吗？, 现金速递会不停打电话给贷款人吗？, 现金速递是否会经常给贷款者打电话？, 现金速递是否会给贷款者打很多电话？, 贷款人借款时，现金速递会不会一直打电话？",6.884679079055786
有什么贷款软件好用？,"有哪些贷款软件比较好用？, 哪些贷款平台比较靠谱？, 哪些贷款软件适合信用良好的用户？, 有哪些贷款软件是无抵押的小额贷款？, 哪些贷款平台审批速度快且方便？",4.792200922966003
拍拍贷发信息说借款成功，钱怎么还没到账？？？,"为什么我借款成功了，但钱还没有到账？, 为什么我借款已经成功，但款项还没有到账？, 为什么我借款通过后，钱还没有进入我的账户？, 我已经成功借款，怎么还没有看到款项到我的账户？, 我的借款成功了，可是钱怎么还没转到我账户？",6.399978578090668
已经在线下申请了还能再申请宜人贷吗,"我已经在线下申请了贷款，能否再次申请宜人贷？, 我已经通过线下途径提交了贷款申请，能否再次通过其他方式申请宜人贷？, 我已经在线下完成了贷款申请，是否还可以通过网上渠道申请宜人贷？, 如果我已经通过线下申请了贷款，是否还能通过网络申请宜人贷？, 如果已经在线下提交了贷款申请，我还能再尝试申请宜人贷吗？",7.082710683345795
通安驿镇贷款公司/小额贷款哪里好,"通安驿镇有哪些靠谱的小额贷款公司？, 在通安驿镇有哪些信任度高的贷款公司？, 通安驿镇的贷款公司中，哪些值得信赖？, 通安驿镇的小额贷款选择中，哪些比较靠谱？, 通安驿镇的小额贷款公司哪个比较好？",6.013739734888077
如订单支付超时，我需要怎么做才能重新支付,"如果订单支付超时，我该如何重新支付？, 订单支付超时，我如何重新尝试支付？, 订单支付超时，如何重新操作完成支付？, 订单支付失败后，如何重新尝试支付？, 订单支付超时，如何恢复支付并完成付款？",7.447925269603729
共分三次分别转入共18万，到银行查账后分别被转到三个地方这种情况怎么处理谢谢,"我通过分三次向银行转账18万，之后资金被转到三个不同的账户，这种情况该如何处理？, 我分三次向银行汇款18万，钱被转到三个不同账户，这个情况该如何处理？, 我向银行转账18万分三次，但钱被转到三个不同账户，该如何处理？, 我把18万分三次存入银行，之后资金被转到三个不同的账户，应该如何解决？, 我分三次转账18万到银行，之后资金转移到三个账户，如何处理这种情况？",7.9129475355148315
是不是用谁的身份证网贷，就必须要用谁名下的银行卡？有没有例外的？,"办理网贷时，是否必须使用贷款人名下的银行卡？, 办理农行网贷时，是否必须使用贷款人的银行卡？, 是否所有银行网贷都要求使用贷款人名下的银行卡办理？, 是否可以使用非贷款人名下的银行卡办理网贷？, 办理网贷时，贷款人和银行卡的名下是否需要一致？",6.643859088420868
哪里有卖银行卡账号的,"银行卡账号可以购买吗？, 如何获取银行卡账号，可以通过购买吗？, 可以通过购买银行卡获得账号吗？, 是否可以通过购买方式获得银行卡账号？, 可以通过购买获得农业银行的银行卡号吗？",6.346770823001862
手机网上银行打不开怎么回事，怎么办,"为什么我的手机无法通过浏览器登陆网上银行？, 为什么我的手机通过浏览器无法进入网上银行？, 为什么我的三星手机浏览器不能登陆网上银行？, 如何解决手机无法通过浏览器访问网上银行的问题？, 如何修复手机浏览器无法访问网上银行的问题？",6.602469980716705
把20万存农行定期一年的整存整取利息是多少钱,"如果我把20万元存入农行定期一年，利息是多少？, 我把20万元存入农行定期一年，年利息大概是多少？, 我把20万元存进农行一年定期，利息多少？, 如果我将20万存入农行一年期定期，能获得多少利息？, 如果将20万存农行定期一年，利息是多少？",8.25534462928772
重庆阿里小微小额贷款有限公司电话号码是多少,"重庆阿里小微小额贷款有限公司的联系电话是多少？, 重庆阿里小微小额贷款有限公司客服电话是多少？, 请问重庆阿里小微小额贷款有限公司电话是多少？, 重庆阿里小微小额贷款公司联系电话是什么？, 重庆阿里小微小额贷款有限公司的联系方式可以在哪里找到？",7.596075534820557
百度理财的钱有保险吗,"百度理财产品是否有保险保障？, 百度理财的产品是否可以享受保险保障？, 百度理财产品是否需要额外购买保险？, 是否可以通过百度理财产品购买保险服务？, 中国农业银行理财产品是否有保险服务？",5.977663725614548
三年10万下来利息多少,"三年存款10万元，能获得多少利息？, 三年10万元定期存款，最终能拿到多少利息？, 存款10万元三年，最后能赚多少利息？, 存款10万三年，能获取多少利息？, 10万元存三年，能得到多少利息？",8.139878511428833
小花钱包额度怎么提升？,"小花钱包的额度如何提升？, 小花钱包的额度如何通过正规途径提升？, 小花钱包的额度能通过哪些渠道提高？, 小花钱包额度提升的途径是什么？, 小花钱包额度提高的条件是什么？",6.767911851406097
小花钱包额度只有1500怎么办？,"小花的钱包额度只有1500，怎么办？, 我的钱包额度只有1500元，能怎么解决？, 如果我的钱包额度只有1500，能申请更高的额度吗？, 钱包额度只有1500，怎样才能获得更多的贷款？, 我的额度只有1500，如何才能获得更大的贷款额度？",5.6543630957603455
小花钱包到账需要多久,"小花钱包申请后多久能够到账？, 申请小花钱包之后多久才能收到款项？, 申请小花钱包贷款需要等多久才能收到款项？, 小花钱包贷款申请后需要几天才能收到资金？, 小花钱包贷款通过审核后需要等多久才能放款？",6.065048485994339
菜鸟理财的会员怎么样,"菜鸟理财的会员如何，可靠吗？, 你认为菜鸟理财的会员服务怎么样？, 你认为菜鸟理财的产品适合什么样的投资者？, 哪种理财方式最适合我作为菜鸟理财的会员？, 菜鸟理财的理财计划是否适合长期投资？",4.415474504232407
我前个星期周五下午4点多公卡跨行转账三万到农业银行，这个星期周三早上还没到账？,"上周五下午4点多我从公卡进行了一笔跨行转账，金额三万，为什么到今天周三早上还没到账？, 上周五下午四点多我进行了三万元的跨行转账，今天周三早上还是没有到账，为什么？, 上周五下午四点通过公卡做了三万的跨行转账，为什么周三早上还没到账？, 上周五下午4点多通过公卡跨行转账三万，为什么本周三早上还没有到账？, 为什么我上周五下午4点通过公卡跨行转账三万元，本周三早上还没到账？",8.136323690414429
小花钱包最多借多少？,"小花钱包最多可以借到多少钱？, 小花钱包最高可以借多少额度？, 小花钱包最高可以借款多少资金？, 小花钱包最多能借多少？, 小花钱包能借到的最大金额是多少？",7.3550549149513245
加元理财好还是英镑理财好,"选择加元理财还是英镑理财更好？, 选择加元理财还是英镑理财能获得更好的回报？, 选择加元理财与英镑理财哪个收益更高？, 是选择加元理财产品还是英镑理财产品更合适？, 应该选择加元理财还是英镑理财产品？",6.589584112167358
安创理财提现怎么还没到,"为什么我的理财提现还没有到账？, 为什么我的农业银行理财提现款项还没有到账？, 为什么我从农业银行提现的理财款项还没到？, 为什么我在农行提现的理财款项没有按时到账？, 为什么我提现的农业银行理财资金还没有到我的卡里？",6.9215182065963745
百广在线有理财资质吗,"百广在线是否具备理财资质？, 百广在线是否具备合法理财资质？, 百广在线是否有投资理财的合法资质？, 百广在线是否具备正规的理财服务资格？, 百广在线是否拥有理财业务相关资质？",7.308753430843353
有理树理财回款即时吗,"我可以随时取回我购买的理财产品吗？, 我购买的理财产品是随时可以赎回的吗？, 我购买的理财产品是否能即时赎回并回款？, 我的理财产品回款是否是即时处理的？, 中国农业银行的理财产品可以即时回款吗？",5.295244485139847
联通20块钱14个G的流量，是真的吗,"20块钱可以购买14GB的流量吗？, 20块钱可以购买14GB流量服务吗？, 20元能买到14GB的流量吗？, 20元能兑换14GB的流量套餐吗？, 20元能办理14GB流量套餐吗？",7.372366368770599
联通卡月底开通冰淇淋不限流量套餐怎么收费,"联通卡开通冰淇淋不限流量套餐的收费标准是什么？, 联通卡开通冰淇淋不限流量套餐的具体费用是什么？, 联通开通冰淇淋不限流量套餐的收费明细是怎样的？, 开通冰淇淋不限流量套餐，联通的收费标准是怎样的？, 如果开通冰淇淋不限流量套餐，联通卡的月费用是多少？",7.603262364864349
流量用完都怎么办了,"如果流量用完了怎么办？, 如果手机流量用完了，怎样才能再次上网？, 如果我的数据流量用光了，如何恢复？, 我的流量用完了，接下来应该怎么办？, 流量用光后，接下来应该怎么办？",5.5412406623363495
大王卡亲情卡怎么退款,"大王卡亲情卡如何办理退款？, 大王卡亲情卡怎么申请退费？, 怎么申请大王卡亲情卡退款？, 如何取消大王卡亲情卡并申请退款？, 大王卡亲情卡能退款吗？要怎么操作？",7.036255598068237
一夜了流量还没到账.也找不到客服，怎么办,"为什么我的流量还没到账，已经过了一夜了？, 为什么我的流量到现在还没有到账，已经等了一夜？, 我的流量已经等了一晚上，为什么还没有到账？, 我的流量申请已经过去了一晚上，为什么还没到账？, 一晚上过去了，为什么我的流量还没有到账？",7.100396752357483
联通人工客服怎么进去,"我怎样才能联系到人工客服？, 我怎样才能通过系统联系到人工客服？, 我怎么才能通过平台联系人工客服？, 我怎么才能找到人工客服？, 我怎样才能和人工客服进行对话？",7.633148908615112
哪个平台手机充值话费优惠一些,"哪个平台的手机话费充值有更多的优惠活动？, 哪个平台充值手机话费能得到更多优惠？, 哪个手机平台充值话费能享受更多优惠？, 手机话费充值在哪个平台能享受更大折扣？, 手机话费在哪个平台充值最有优惠？",7.502282500267029
流量如何变成积分,"流量如何转化为积分？, 流量怎么转化为积分？, 流量要如何才能转变为积分？, 流量如何才能变现为积分？, 流量怎么才能变成积分？",7.747658789157867
送的宽带账号和密码是多少,"我的宽带账号和密码是什么？, 我的宽带账号和密码是哪些？, 我的网络账号和密码是什么？, 我的网络账号和密码是多少？, 我的宽带账号密码是多少，请告诉我。",6.9577498733997345
沃普丰手机wpv2能用联通卡吗,"沃普丰WPV2手机支持联通卡吗？, 沃普丰WPV2手机支持联通的通话和上网服务吗？, 沃普丰WPV2手机能插联通的SIM卡吗？, 沃普丰WPV2手机是否能够插入联通SIM卡？, 我可以在沃普丰WPV2上使用联通的手机卡吗？",6.233279347419739
自己去营业厅注销的手机号不到一个月的时间可以再补办回来么,"如果我在营业厅注销了手机号，不到一个月能否重新办理回来？, 在营业厅注销手机号码后，能否在一个月内重新补办回来？, 我已经在营业厅注销的手机号，是否能在短时间内重新补办回来？, 我在营业厅注销的手机号，能否在短期内重新激活？, 我已经注销的手机号，是否能在一个月之内重新办理？",7.1565393805503845
怎么查询电话号码的实名登记,"如何查询电话号码的实名登记信息？, 如何检查电话号码的实名登记状态？, 有哪些途径可以查询电话号码的实名登记情况？, 有什么方式可以查看电话号码的实名登记情况？, 如何验证一个电话号码的实名信息？",6.908915936946869
流量漫游怎么计时,"流量漫游是如何计时的？, 漫游流量是如何计时和收费的？, 流量漫游是按怎样的标准进行计时和收费的？, 流量漫游期间，时间是如何被监控和计费的？, 流量漫游服务的计时是怎么规定的？",6.119110703468323
中国联通普通套餐怎么转腾讯大王*,"中国联通普通套餐如何更换为腾讯大王卡？, 中国联通普通套餐怎么转换为腾讯大王卡？, 中国联通普通套餐怎么切换为腾讯大王卡？, 中国联通的普通套餐如何切换为腾讯大王卡？, 如何将中国联通普通套餐更改为腾讯大王卡？",8.884985089302063
OP##15可以做成全网通的系统吗,"OP##15能实现全网通功能吗？, OP##15支持全网通功能吗？, OP##15是否能支持多网络制式的全网通功能？, OP##15能支持全网通网络吗？, OP##15是否支持全网通技术？",7.968518793582916
联通ADSL达不到速率，能投诉么,"ADSL连接速度未达到标准，是否可以投诉？, ADSL连接速度低，是否可以向运营商反映并投诉？, 由于ADSL网速过慢，是否能向运营商提出不满并投诉？, 如果ADSL网速未达预期，能向服务商提出投诉吗？, 如果ADSL网速一直不稳定，是否能提出投诉？",5.646942704916
我用腾讯大王卡时，为什么我在看微信的公众号的文章和照片不免流,"为什么我使用腾讯大王卡时，看微信公众号的文章和图片不会免流？, 使用腾讯大王卡时，为什么观看微信公众平台的文章和图片还会计费流量？, 我用腾讯大王卡时，为什么看公众号文章和照片还是会消耗流量？, 为什么腾讯大王卡在观看微信公众号文章和图片时，流量没有免除？, 为什么腾讯大王卡看微信公众号的文章和图片时流量不免？",7.577858746051788
红米2a维修要怎么做,"红米2A手机故障该怎么修理？, 红米2A手机出现故障应如何进行维修？, 红米2A出现故障如何进行修复？, 红米2A手机出现问题时该怎么办？, 红米2A出现问题需要怎样处理？",6.822507679462433
查电话号码的归属地和用电话号码人的姓名怎么查,"如何查找一个电话号码的归属地和主人的姓名？, 怎样才能得知一个电话号码的归属地区和主人的信息？, 如何才能根据电话号码查询到归属地及号码主人的姓名？, 有什么方式能够查到一个电话号码的归属地和姓名？, 有没有方法可以查到电话号码的归属地以及使用者的名字？",6.378446877002716
怎么投诉联通宽带的安装人员,"如何向联通投诉宽带安装人员的服务质量？, 如何投诉联通宽带安装人员的服务态度和效率？, 如何投诉联通宽带安装人员在工作中的不尽职行为？, 联通宽带安装人员的工作态度不好，如何投诉？, 我该如何举报联通宽带安装人员的失职行为？",6.5194098353385925
百度圣卡可以查每月一共用了多少免流流量么,"百度圣卡能查询每个月的免流量使用情况吗？, 百度圣卡可以查到每月的免流量使用情况吗？, 在百度圣卡中可以查询每月免流流量的使用情况吗？, 百度圣卡能查询到免流量每月的使用数据吗？, 能在百度圣卡中查看免流量每月的使用详情吗？",8.263234913349152
能不能提前知道营业厅的排队情况济南联通的？,"我能提前了解济南联通营业厅的排队情况吗？, 如果我想去济南联通营业厅，能提前知道排队情况吗？, 在济南联通营业厅排队的时候，可以提前知道排队情况吗？, 济南联通营业厅的排队情况能提前掌握吗？, 济南联通的营业厅排队情况可以提前得知吗？",7.910428941249847
我们小区能安联通的宽带吗,"我们小区可以安装联通宽带吗？, 我们小区能安装联通提供的宽带服务吗？, 我们小区是否能安装联通的网络宽带？, 我们小区能选择联通宽带作为网络服务吗？, 我们小区的网络可以接入联通宽带吗？",7.34214574098587
VO###T898S支持联通吗,"VO###T898S能支持联通网络吗？, VO###T898S能连接到联通的网络吗？, VO###T898S是否能接入联通的通信网络？, VO###T898S是否兼容联通的网络？, VO###T898S是否支持联通的4G/5G网络？",7.6629955768585205
大圣卡为什么激活不了百度音乐,"为什么大圣卡无法激活百度音乐？, 为什么我的大圣卡不能顺利激活百度音乐？, 大圣卡为什么不能成功激活百度音乐？, 我为什么无法使用大圣卡激活百度音乐？, 大圣卡为什么在激活百度音乐时无法生效？",7.621639668941498
现办理的百度圣卡能不能办理副卡的？,"现有的百度圣卡可以办理副卡吗？, 目前百度圣卡能否办理副卡？, 百度圣卡能否办理额外的副卡？, 百度圣卡是否可以办理副卡服务？, 百度圣卡是否支持办理副卡？",7.7353421449661255
注销手机号有哪些注意事项,"注销手机号时需要注意哪些事项？, 注销手机号时，需要确认哪些细节事项？, 在办理手机号注销时应该留意哪些问题？, 注销手机号时，用户需要提供哪些信息？, 手机号注销时需要满足哪些条件？",6.67963719367981
能加入98省内不限量套餐么,"98元套餐可以加入不限量流量吗？, 98元套餐可以设置为不限量流量吗？, 98元套餐可以调整为不限量流量吗？, 可以将98元套餐改为不限量流量吗？, 我可以在98元套餐中添加不限量流量吗？",8.063986361026764
百度圣卡，蚂蚁宝卡，京东强卡，米粉卡，哪个最合算,"圣卡、蚂蚁宝卡、京东强卡、米粉卡哪个性价比最高？, 圣卡、蚂蚁宝卡、京东强卡、米粉卡哪个卡的性价比最优？, 圣卡、蚂蚁宝卡、京东强卡、米粉卡哪个卡最具价值？, 圣卡、蚂蚁宝卡、京东强卡、米粉卡哪个卡的套餐更加划算？, 圣卡、蚂蚁宝卡、京东强卡和米粉卡中，哪个套餐最具吸引力？",7.995497524738312
中国联通怎么领取全国交通安全日活动的500M,"中国联通如何领取全国交通安全日的500MB流量？, 中国联通用户怎样领取全国交通安全日的500MB流量？, 我是中国联通用户，如何领取全国交通安全日的500MB流量？, 在中国联通，怎样才能领取全国交通安全日的500MB流量？, 如何通过中国联通领取全国交通安全日活动的500MB流量？",7.889860212802887
我用华为青春版手机，卡1用移动，卡2用联通，如何使用卡2流量？,"如何在华为青春版手机上使用卡2的流量？, 如何在华为青春版手机上切换到卡2的网络数据流量？, 如何在华为青春版手机中切换卡2流量为主数据流量？, 如何在华为青春版的设置中启用卡2的数据流量？, 怎样在华为青春版手机上启用卡2的数据服务？",7.506851971149445
百度天圣卡怎么申请百度天圣卡办理地址分享,"百度天圣卡怎么申请？, 请问百度天圣卡如何申请？, 百度天圣卡申请在哪里办理？, 百度天圣卡的申请地址在哪里？, 百度天圣卡申请的详细地址是什么？",6.681089282035828
蚂蚁宝卡支付宝免流怎么样蚂蚁宝卡免流详情介绍,"蚂蚁宝卡的支付宝免流是什么样的？, 蚂蚁宝卡的支付宝免流是如何计费的？, 蚂蚁宝卡支付宝免流是怎样的体验？, 蚂蚁宝卡支付宝免流的具体使用方法是什么？, 蚂蚁宝卡的支付宝免流是否仅限特定时间段使用？",5.974658370018005
百度女神卡是什么百度女神卡怎么申请办理,"什么是百度女神卡？, 如何获取百度女神卡？, 如何办理百度女神卡？, 如何才能顺利申请到百度女神卡？, 如何成为百度女神卡的持卡人？",5.937375754117966
荣耀10到底是什么颜色,"荣耀10手机到底是有哪些颜色？, 荣耀10手机的颜色都有哪些选择？, 荣耀10的手机颜色有哪些？, 荣耀10的颜色选择有哪些？, 荣耀10的颜色款式都有哪些？",7.252613425254822
116蚂蚁宝卡有免费的联通秘书吗,"蚂蚁宝卡是否包含免费的联通秘书服务？, 蚂蚁宝卡是不是包含免费的联通秘书服务？, 蚂蚁宝卡是不是有免费的联通秘书功能？, 蚂蚁宝卡的用户能否享受免费的联通秘书服务？, 使用蚂蚁宝卡能否享受免费的联通秘书服务？",7.83023327589035
开通流量100GB多少钱一个月,"每个月100GB流量的费用是多少？, 每月100GB流量的费用是多少？, 每月100GB的数据流量费用是多少？, 100GB数据流量每月的费用是多少？, 100GB数据流量每月的费用大致是多少？",8.0469029545784
联通171卡怎么投诉,"如何投诉联通171卡的问题？, 如何投诉联通171卡的故障或问题？, 如何通过联通投诉171卡的相关问题？, 我该如何向联通反映171卡的问题？, 怎样向联通客服投诉171卡遇到的困扰？",6.417831599712372
有没有无线宽带？那种不需要网线的，多少钱？,"有没有不需要网线的无线宽带服务？多少钱？, 有没有不需要插网线的无线网络服务？多少钱？, 有没有那种无需接入网线的无线宽带服务？收费是多少？, 有没有一种无线宽带服务不需要网线，收费大概是多少？, 有没有提供无线宽带的套餐？不需要插网线的那种，价格大概是多少？",6.367367804050446
诺基亚6二代插联通4g卡不能上网是什么情况,"诺基亚6二代插入联通4G卡后无法上网是什么原因？, 诺基亚6二代插入联通4G卡后无法联网，可能是哪些原因？, 联通4G卡插入诺基亚6二代后上不了网，可能是什么原因？, 诺基亚6二代插入联通4G卡，手机却无法联网，是什么问题？, 诺基亚6二代插入联通4G卡后无法上网，如何解决？",7.763068914413452
腾讯王*宽带怎么办理腾讯王*宽带办理方法介绍,"腾讯王宽带如何办理？, 开通腾讯王宽带应该怎么办理？, 想办理腾讯王宽带，应该怎么做？, 想用腾讯王宽带，应该怎么申请？, 如何进行腾讯王宽带的申请和办理？",6.423725664615631
联通宽带拆机了，包年没到期的怎么退,"我在联通宽带拆机了，包年服务还没有到期，应该怎么申请退款？, 我的联通宽带已经拆机，包年还没有到期，应该如何处理退款问题？, 我的联通宽带拆机了，包年没有到期，如何申请剩余费用退款？, 联通宽带拆机了，包年服务还没到期，怎么把剩余的费用退回来？, 联通宽带拆机了，包年还没到期，如何退掉未使用的费用？",7.076850354671478
ME632是只有联通3G卡才能用吗,"ME632是否只能使用联通3G卡？, ME632是否限制只能使用联通的3G卡？, ME632是否只能插入联通的3G SIM卡？, ME632是否只能与联通3G卡配合使用？, ME632是否能兼容其他3G卡，还是只能用联通卡？",6.871995449066162
通过空中充值，充错号码就真的不能取消吗,"空中充值时，如果输入错误的号码，真的不能撤销吗？, 如果空中充值时充错了号码，是否一定不能撤回？, 如果在空中充值过程中输错了号码，是否不能进行退款或修改？, 如果空中充值错了号码，是否可以纠正或取消？, 充值过程中输入了错误的号码，空中充值系统能否进行修改？",6.144481182098389
联通优惠总量什么意思,"联通优惠总量是指什么？, 联通优惠总量具体是指什么？, 联通优惠总量的概念是什么？, 联通优惠总量是什么意思？, 联通优惠总量有什么含义？",7.857760488986969
现在办理什么宽带比较好,"现在办理哪家的宽带比较合适？, 现在办理宽带，哪个比较合适？, 目前办理哪种宽带最合适？, 目前选择办理哪个宽带比较好？, 目前办理什么宽带比较经济实惠？",6.9072964787483215
请问蔡家坡哪里有充话费送手机的地方,"蔡家坡哪里有办充话费送手机的地方？, 在蔡家坡哪里有提供充话费送手机优惠的地方？, 在蔡家坡哪里有充话费送手机的促销活动？, 蔡家坡哪里有这样的充话费送手机的优惠活动？, 蔡家坡哪里有充话费送手机的活动可以参加？",7.5290597677230835
富力城里是不是开了个联通营业厅,"富力城里有联通营业厅开设吗？, 富力城有开通联通营业厅吗？, 富力城区域内有联通营业厅吗？, 富力城附近有联通营业厅吗？, 富力城有联通的营业厅服务吗？",7.981558442115784
联通现在客服打不通吗,"现在客服打不通是怎么回事？, 现在客服打不通，是不是正在维护？, 客服现在是不是有问题，怎么打都打不通？, 是否客服热线出现了故障，我怎么都打不通？, 现在打客服电话怎么总是打不通呢？",4.836047857999802
如何准确区分流量使用情况,"如何准确分析流量使用的详细情况？, 如何追踪流量的使用情况并准确了解？, 如何精确统计和分析流量的消耗情况？, 如何检查并分析自己设备的流量使用状况？, 如何才能清晰了解我的流量使用情况？",6.362925410270691
杭州联通有没有不限流量的套餐,"杭州联通提供不限流量的套餐吗？, 杭州联通有提供不限流量套餐的选择吗？, 在杭州，联通有提供不限流量套餐的服务吗？, 杭州联通有没有提供不限流量的手机套餐？, 杭州联通有没有推出无限流量的套餐？",7.782650053501129
联通月租最低的是什么套餐,"哪个套餐的月租最便宜？, 哪个套餐的月租价格最便宜？, 目前哪个套餐的月租最便宜？, 哪种套餐的月租是最便宜的？, 哪个套餐的月租费用最低？",8.225122690200806
手机无限流量怎么办理,"如何办理手机无限流量套餐？, 有没有推荐的手机无限流量套餐，如何办理？, 手机无限流量套餐有哪些限制，如何办理？, 手机无限流量套餐是否支持家庭共享，如何办理？, 哪些运营商有手机无限流量套餐可以办理？",6.213164746761322
什么是“国寿专享卡”？,"什么是“国寿专享卡”，它有什么特点？, 使用“国寿专享卡”有哪些优惠政策？, 使用“国寿专享卡”会有什么风险或限制吗？, “国寿专享卡”具体包含哪些优惠和服务？, “国寿专享卡”有什么特别的附加服务吗？",5.486348181962967
月末流量又不够用了，有什么实惠的移动流量包介绍吗？,"月底流量不够用了，有没有合适的流量包推荐？, 这个月底流量不够用了，有没有什么优惠流量包可以选择？, 我的流量快用完了，月底了，有什么划算的流量包可以选？, 流量用得差不多了，有没有优惠的流量包可以补充？, 流量快用光了，有没有适合月末补充的实惠流量套餐？",5.952760100364685
“国寿专享卡”可以通过什么渠道办理？,"国寿专享卡如何办理？, 我该如何办理国寿专享卡？, 如何办理国寿专享卡？都有哪些渠道？, 如何通过不同渠道办理国寿专享卡？, 如何通过不同的渠道申请国寿专享卡？",6.253564953804016
