question,selected,diversity
第二百六十六条刑法，金额九万多，四个人平分，但金额全部退回，还得到对方谅解，像这类情节严重吗,"根据《刑法》第二百六十六条，涉及金额九万多元的案件，四人平分且已全部退回，是否会影响判决结果？, 按照《刑法》第二百六十六条，金额达到九万多且已退还，是否能减轻处罚？, 根据《刑法》第二百六十六条规定，金额接近十万元且全额退赔，是否能作为减轻处罚的情节？, 根据《刑法》第二百六十六条，退还九万多元的赃款并获得谅解，是否能减轻刑罚？, 根据《刑法》第二百六十六条，九万多元的案件是否能减轻刑罚，尤其是退回款项并获得谅解的情况下？, 如果已经退还金额并获得谅解，是否能减轻因刑法第二百六十六条规定的刑罚？, 根据刑法，案件涉及金额接近十万元并已全额退回，是否会导致轻判？, 如果案件金额为九万多，并且赃款已经全额退还，是否能减轻刑罚？, 如果案件中金额接近十万元，且被告已经退还全部赃款并获得被害人谅解，是否可以从轻处罚？, 如果涉案金额接近十万元，并且已经退回款项，是否有可能减轻刑罚？",24.419820725917816
购房者的信息泄露怎么办,"如果购房者的信息泄露，开发商该如何处理？, 如果开发商泄露了购房者的信息，购房者该如何维权？, 购房者的个人信息被泄露时，开发商的责任范围是什么？, 开发商如何确保购房者的个人信息不会泄露？, 开发商是否有责任保护购房者的信息不被泄露？, 在什么情况下开发商可以泄露购房者的个人信息？, 开发商在购房者信息泄露事件中负有哪些责任？, 在什么情况下开发商和销售人员可以公开购房者的信息？, 购房合同中如何明确规定开发商对购房者信息的保密义务？, 购房合同中是否规定了开发商对于购房者信息的保密义务？",22.807507395744324
我只有离婚协议书再婚可以直接领结婚证吗,"离婚协议书签了之后可以直接去领结婚证吗？, 离婚协议书签了，但未办理离婚登记，能领结婚证吗？, 如果只签了离婚协议书，能否直接领取结婚证？, 如果我只有离婚协议书，能不能去领取结婚证？, 签了离婚协议后，是否可以马上申请结婚证？, 如果我已经签订了离婚协议书，还需要办理离婚登记才能再婚吗？, 只签离婚协议不办理离婚登记，能不能直接结婚？, 如果离婚协议已经签署，是否还能再婚？, 没有办理离婚登记，是否可以结婚？, 离婚协议书签署后，需要做什么才能结婚？",25.982243597507477
被打了一拳鼻子出血，没有骨折，够成是什么罪,"被打了一拳导致鼻子出血，但没有骨折，这种情况会构成什么罪行？, 鼻子被打出血但未骨折，这样的情况如何定性为犯罪？, 鼻子被打出血但没有骨折，构成何种犯罪行为？, 鼻子受伤出血没有骨折，这样的伤害如何判定刑事责任？, 如果鼻子出血没有骨折，应该如何处理，是否会构成刑事责任？, 如果鼻子出血而没有骨折，是否可以追究打人者的刑事责任？, 被打鼻子出血但没有骨折，是否可以提起伤害诉讼？, 如果鼻子出血没有骨折，是否算是轻伤，构成故意伤害罪？, 如果鼻子只是出血没有骨折，是否能以故意伤害罪追诉？, 鼻子被打了一拳，出血但没有骨折，是否需要进行伤残鉴定？",24.367434561252594
通过中介看房，结果与房主私下交易有什么风险,"如果通过中介看房后，直接与房东私下交易，会有哪些风险？, 如果我通过中介看房后与房东达成私下协议，是否会承担违约风险？, 通过中介看房后与房东私下交易，是否会涉及违约责任？, 通过中介看房后，绕过中介与房东直接交易，是否构成违约？, 在中介安排看房后，直接与房东交易，是否构成违约并会承担相关责任？, 通过中介看房后，直接与房东达成交易是否违反中介合同？, 签署看房协议后，私下与房东交易，是否违反了中介合同？, 在看房后私下与房东交易，是否违反了我和中介的约定？, 中介带我看房后，我私下和房东交易，这是否构成违约行为？, 在中介带看后私下与房主交易，是否会违反合同条款？",28.711897611618042
离婚纠纷管辖权怎么确定,"离婚案件的管辖法院是如何确定的？, 离婚案件的管辖法院是根据哪些条件来判定的？, 离婚案件的管辖法院在原告住所地的情况下如何确定？, 离婚案件的管辖法院能否由被告所在地以外的法院决定？, 离婚案件的管辖法院是否与婚姻登记地有关？, 离婚诉讼管辖法院的选择和原告的住所地有关吗？, 离婚案件管辖法院的选择有哪些特殊情况？, 离婚纠纷中，管辖法院的确定是否会因为被告的监禁情况而改变？, 离婚纠纷涉及失踪被告时，管辖法院应该由哪方确定？, 离婚案件在什么情况下会由原告住所地法院管辖？",22.87800469994545
入室抢劫故意杀人该怎样判决,"入室抢劫致人死亡应如何判刑？, 入室抢劫导致他人死亡，该怎么定罪量刑？, 入室抢劫致人死亡，是否会判处死刑？, 入室抢劫致人重伤或死亡，法院应如何判决？, 入室抢劫过程中致人死亡，法庭会如何判决？, 入室抢劫并且造成死亡，法院会判处怎样的刑罚？, 入室抢劫致人死的犯罪行为应该怎么处罚？, 入室抢劫致人死亡的犯罪行为，最严重的处罚是什么？, 入户抢劫并致人死亡的犯罪，判决会是什么？, 入室抢劫致死的罪行，应该受到哪些法律制裁？",26.097844421863556
酒驾110m取保候审法院还会判刑吗,"酒驾被取保候审后，法院是否还会判刑？, 如果酒驾超标并取保候审，法院是否会判刑？, 取保候审的酒驾案件，法院是否会进行判刑？, 取保候审的酒驾案件，法院会判缓刑吗？, 被取保候审的酒驾案件，最后会被判刑吗？, 取保候审后酒驾案件是否最终会被判刑？, 取保候审后，酒驾案件一定会被判刑吗？, 酒驾案件取保候审后，是否意味着最终会被定罪？, 被取保候审的酒驾案件，最终会受到什么样的刑事处罚？, 如果酒驾后取保候审，最终是否会面临刑罚？",29.02504763007164
弟弟死亡哥哥可以继承他的房屋吗？如果政府要拆除有没有补偿,"如果弟弟去世，哥哥能否继承他的房产？, 如果弟弟过世，哥哥是否可以继承其房产？, 弟弟死后，哥哥能否继承他的房屋？, 弟弟死亡后，哥哥是否可以合法继承房屋？, 弟弟死后没有父母子女，哥哥是否可以继承房产？, 弟弟死亡后，哥哥有没有资格继承房屋？, 如果没有第一顺位继承人，哥哥是否能够继承弟弟的房屋？, 在没有第一顺位继承人的情况下，哥哥是否有权继承弟弟的房屋？, 弟弟没有第一顺位继承人时，哥哥可以继承房屋吗？, 如果弟弟没有父母或子女，哥哥能继承房产吗？",27.06181100010872
满14周岁不满16周岁的犯贩卖毒品更负什么责任。,"根据我国刑法，未满16周岁的未成年人犯贩卖毒品会承担怎样的刑事责任？, 根据我国法律，未满16周岁犯贩卖毒品会受到怎样的刑事追究？, 根据我国刑法，未满16岁犯贩卖毒品的青少年会如何受到处罚？, 在我国，未满16岁犯贩卖毒品的青少年会受到什么样的处罚？, 根据中国刑法，未满16岁的青少年因贩卖毒品应如何从轻或减轻处罚？, 根据中国刑法第十七条的规定，未满16岁贩卖毒品的人会怎么被判刑？, 如果未满16周岁的未成年人犯了贩毒罪，根据刑法会怎样从轻处罚？, 在中国，未满16岁的未成年人贩卖毒品时，法院会如何判定？, 如果一个未满16岁的未成年人贩卖毒品，刑法如何规定他的处罚？, 在中国，14岁以上但未满16岁的人如果犯贩毒，刑法如何处理？",26.848091185092926
被打轻伤二级赔多少钱,"被打轻伤二级能获得多少赔偿？, 被打轻伤二级后，能主张哪些赔偿项目？, 如果被打成轻伤二级，可以要求赔偿哪些费用？, 被打造成轻伤二级的情况下，赔偿标准是多少？, 轻伤二级治疗期间能要求赔偿哪些费用？, 轻伤二级患者可获得哪些赔偿？, 轻伤二级的赔偿金额通常包括哪些费用？, 轻伤二级的赔偿包括哪些具体项目？, 轻伤二级赔偿费用包含哪些内容？, 轻伤二级的赔偿金额是多少？",27.330897957086563
出车祸当时没住院两天后住院住院费应该有谁出,"如果车祸发生后没有立即住院，几天后住院费用应该由谁承担？, 如果车祸发生后几天才住院，医院费用应该由谁承担？, 如果车祸伤害后两天才住院，费用应该由谁负责？, 如果车祸后住院，医院费用应由谁支付？, 车祸后两天才住院，住院费应由谁支付？, 车祸两天后住院，费用应该由谁支付？, 车祸后住院并延迟两天，费用应该由谁来负担？, 车祸引起的伤害两天后住院，费用应由哪一方支付？, 车祸发生后两天住院，费用是否应由责任方承担？, 在车祸发生两天后住院，费用由谁负责？",32.14239859580994
离婚后一方不给抚养费，还找不到人，怎么办,"离婚后另一方不支付抚养费，怎么处理？, 离婚后另一方不支付抚养费，如何合法维权？, 离婚后另一方不支付抚养费，如何通过法院追讨？, 离婚后一方不支付抚养费，如何通过法律手段解决？, 离婚后一方失联不支付抚养费，如何向法院申请解决？, 离婚后对方失联且不支付抚养费，如何法律追讨？, 离婚后一方不愿支付抚养费，如何维权？, 离婚后一方未支付抚养费，无法找到人，如何应对？, 离婚后对方不支付抚养费且无法找到，如何采取措施？, 离婚后一方不支付抚养费且找不到人，我该怎么办？",31.800966441631317
不宜采取口头形式，电子合同属于书面形式吗,"电子合同是否可以视为书面合同的一种形式？, 电子合同是否被视为书面合同的一种合法形式？, 电子合同是否被视为书面合同的一种形式存在？, 电子合同是否可以被认定为一种书面形式的合同？, 电子合同在法律上是否视为书面形式的合同？, 电子合同是否属于法律认可的书面合同形式？, 电子合同是否属于《合同法》中的书面形式？, 电子合同是否等同于《合同法》所规定的书面合同形式？, 电子合同是否符合书面合同的形式要求？, 电子合同是否具备书面合同的法律效力？",31.142297387123108
外卖小哥受伤，点餐人要不要赔偿,"外卖小哥在送餐途中受伤，是否应该由雇佣他的餐厅负责赔偿？, 如果外卖小哥受伤，是否应该由其雇主餐厅来承担赔偿责任？, 如果外卖员在送餐过程中受伤，责任是否应该由餐厅承担？, 如果外卖员送餐时受伤，责任是否应由餐厅承担？, 如果外卖员在送餐时受伤，餐厅是否应该负责其医药费？, 外卖员在工作中受伤，赔偿责任应该由餐厅承担吗？, 外卖员受伤，赔偿责任是不是应该由饭店承担？, 外卖员在执行任务时受伤，餐厅是否需要赔偿？, 外卖员受伤时，应该由餐厅而不是点餐人负责赔偿吗？, 外卖小哥受伤是否应该由餐厅进行赔偿处理？",29.837706863880157
我跟老公离婚老公说一分钱都不给我这怎么办,"我跟老公离婚，他说一分钱都不给我，怎么办？, 离婚时，我老公说不给我一分钱，我该怎么办？, 离婚时，我老公坚持不给我一分钱，能如何维权？, 老公说离婚时不给我一分财产，我可以怎么做？, 如果老公在离婚时不给我任何财产，我该怎么办？, 离婚时，丈夫拒绝给我任何财产，这种情况我该怎么办？, 如果我老公离婚时不分配任何财产，我可以怎样解决？, 离婚时如果我老公不愿意给我财产，如何解决？, 老公离婚时不给我财产分割，我该如何依法争取？, 如果丈夫在离婚时不给我财产分割，我可以采取什么措施？",27.62602412700653
猪场占地合同到期拆迁国家给补偿吗?,"猪场合同到期后，国家是否会提供补偿？, 合同期满拆迁猪场时，国家会提供什么样的补偿？, 合同期满后，猪场被拆迁时，国家如何补偿？, 如果猪场合同到期，拆迁时是否可以获得补偿？, 如果猪场合同到期，拆迁时需要支付建筑物补偿吗？, 猪场合同到期后拆迁，是否包括赔偿金？, 合同到期后猪场拆迁，是否涉及赔偿？, 猪场合同到期后拆迁，如何确定补偿金额？, 猪场合同到期，拆迁过程中如何补偿？, 猪场合同到期拆迁，拆迁补偿包括哪些内容？",29.463882982730865
我们河*驻*店*舆*房*局就那么不*事吗？民心怨交房日期延长了六年了如今还没有一点动静,"我们的房产项目为什么已经延迟了六年，仍然没有任何进展？, 经过六年的等待，河驻店舆房局为什么依然没有交房的任何计划？, 为什么已经六年的时间过去了，河驻店舆房局依然没有解决交房问题？, 六年时间过去了，河驻店舆房局为何仍未给出交房的具体日期？, 六年的时间过去了，河驻店舆房局到底在拖延什么，为什么不解决交房问题？, 河驻店舆房局为什么在交房日期延迟这么长时间后仍然没有行动？, 我们的交房时间被延迟了六年，河驻店舆房局到底在做什么？, 为什么我们的交房日期一直拖延，河驻店舆房局对此到底怎么回应？, 河驻店舆房局延误交房的原因是什么，为什么一直未给出明确答复？, 为什么河驻店舆房局迟迟没有解决交房问题，是否可以采取法律手段？",19.96711079776287
本人在工地干活造成韧带拉伤劳务公司不给赔钱咋办,"我在工地上工作时韧带受伤，劳务公司拒绝赔偿，应该怎么办？, 工地工作中韧带受伤，劳务公司不愿赔偿，应该如何处理？, 工地上因工作受伤，劳务公司不愿赔偿，我该如何处理？, 工地受伤导致韧带拉伤，劳务公司不愿赔偿，应该如何要求赔偿？, 我的韧带在工地干活时受伤，劳务公司不赔偿，我该如何要求赔偿？, 我在工地受伤，韧带拉伤，劳务公司不赔偿，我该如何申请赔偿？, 工地上工作造成韧带拉伤，劳务公司不赔偿，我该如何申请工伤？, 如果在工地受伤，韧带拉伤，劳务公司不赔偿，我该如何跟公司协商赔偿？, 如果在工地受伤，韧带拉伤，劳务公司不承担赔偿，我该怎么办？, 在工地受伤后，韧带拉伤，劳务公司拒绝赔偿，该如何维权？",33.35408025979996
婚后个人买的保险属于个人财产吗,"婚后购买的保险是否属于个人财产？, 婚前购买的保险，婚后是否还属于个人财产？, 结婚后为自己购买的保险，是否属于婚后个人财产？, 婚前个人购买的保险婚后是否仍视为个人财产？, 个人婚前购买的保险，婚后是否视为夫妻共同财产？, 婚后购买的个人保险是否需要作为共同财产处理？, 婚后购买的保险，保费支付部分是否算作夫妻共同财产？, 婚前购买的保险婚后支付的部分是否算夫妻共同财产？, 婚后支付的保险费应该算作个人资产还是夫妻共同财产？, 如果婚后开始支付保险费，是否属于夫妻共同财产？",28.488403141498566
办理离婚协议注意哪些问题,"离婚前，夫妻双方应确保是自愿离婚吗？, 离婚时，夫妻双方应如何分割财产？, 离婚协议中的财产分割是否应优先考虑夫妻双方的实际情况？, 在离婚协议中，夫妻是否应列明婚前和婚后的财产清单？, 离婚协议中，是否需要详细注明财产的购买时间和所有权归属？, 离婚时，是否应确保每项财产都清晰列明，避免未来产生纠纷？, 如何在离婚协议中清楚明确财产的管理和分配方式？, 离婚协议中，如何明确探望孩子的具体安排？, 离婚协议中，如何处理孩子的抚养权问题？, 离婚时，夫妻共同债务如何分配？",18.856691911816597
"右手大拇指除外,手掌断离已接好,无名指与小指断掉了一截,请问是几级伤残","我的右手大拇指完好无损，但手掌断离已接好，无名指和小指缺失一部分，这属于几级伤残？, 如果右手大拇指没有受伤，手掌断离已接好，但无名指和小指缺失一部分，这种情况应该评定为几级伤残？, 右手大拇指完好无损，手掌已接合，但无名指和小指丧失了一部分，这种情况的伤残等级是几级？, 如果右手大拇指完好无损，手掌修复完成，无名指和小指缺失一些部分，这属于几级伤残？, 右手大拇指没有伤害，手掌已接好，无名指和小指缺失部分，伤残等级应评为几级？, 右手大拇指未受伤，手掌修复完成，但无名指和小指部分缺失，伤残等级应当评为几级？, 右手大拇指正常，手掌已修复，无名指和小指缺失一截，这种情况的伤残等级是几级？, 我的右手大拇指没有问题，手掌经过接合，无名指和小指缺少部分，伤残等级应该是几级？, 我的右手大拇指完好，手掌经过修复，无名指和小指缺少了一部分，评定伤残等级会是多少？, 右手大拇指完好，手掌已修复，无名指和小指部分缺失，伤残级别会是多少？",31.77448946237564
补回来的银行卡有交易记录吗？,"补办的银行卡上会有之前的交易记录吗？, 补办的银行卡能看到原卡上的交易记录吗？, 补办的银行卡是否能查看之前的交易明细？, 重新补办的银行卡上是否能查到之前的交易？, 挂失补办的农行借记卡会包含原卡的交易记录吗？, 新办理的农行借记卡会包含原卡上的交易历史吗？, 重新办理的农行借记卡会显示原卡的交易历史吗？, 农行补办的借记卡会将旧卡的交易历史继承吗？, 办理农行借记卡挂失补卡后，交易记录会更新到新卡上吗？, 如果办理了农行的挂失补卡，交易记录会转到新卡上吗？",25.485257118940353
贷的太少了，可以提前还清贷款，然后多贷点他用吗,"如果我还清了现有贷款，能否申请更高额度的贷款？, 如果我提前偿还贷款，是否能够申请更高额度的贷款？, 我已经还清贷款，是否能申请更高额度的贷款？, 我提前还清贷款，是否可以申请更大的贷款额度？, 我想问，如果提前还款，能否申请更高的贷款额度？, 如果我提前结清贷款，是否可以申请额外的贷款？, 贷款提前还清后，是否能申请更大的贷款金额？, 我是否可以在提前还清贷款后，再申请更多的贷款？, 提前偿还贷款后，是否可以申请更多的贷款？, 贷款还清后，能否申请更大的贷款额度？",32.55900305509567
能缓解资金周转问题吗,"申请贷款能帮助缓解资金周转困难吗？, 在资金紧张时，申请贷款能有效缓解现金流压力吗？, 面对资金短缺，申请贷款是否能够解决资金周转问题？, 资金不足时，申请贷款是否能够迅速解决问题？, 在急需资金时，贷款是否能够及时解决问题？, 资金问题严重时，申请贷款能否快速解决？, 资金周转出现问题时，贷款是否能作为解决办法？, 资金周转困难时，贷款是否可以作为一种应对方式？, 在资金周转不灵时，是否能通过贷款快速获得资金？, 资金流动性差时，申请贷款是否能带来帮助？",23.578508913517
农行公户转对方农行公公要不要手续费,"农行公户转账到对方农行公户需要手续费吗？, 从一个农业银行公户转账到同一家银行的公户需要手续费吗？, 从一个农行公户转账到另一个农行公户要收费吗？, 转账到另一个农行公户时，手续费标准是什么？, 转账至农行的另一个公户是否会收取手续费？, 转账到对方农行公户，是否需要缴纳手续费？, 如果是农行公户间的转账，会收取手续费吗？, 如果是同一家农行的公户之间转账，是否收费？, 农行公户之间的转账是否会有手续费？, 农行企业账户之间的转账需要支付手续费吗？",25.906749367713928
农行网银登录进去显示不出是怎么回事,"为什么我在登录农行网银时，页面显示不出来？, 为什么在登录农业银行网银时，页面无法正常显示？, 为什么登录农业银行网银时，页面始终无法显示正常内容？, 为什么农业银行网银登录页面始终没有显示任何信息？, 我在登录农行网银时，页面没有显示任何内容，怎么办？, 进入农业银行网银登录页面时，显示不出任何内容，这是什么问题？, 进入农业银行网银后，页面没有任何显示，怎么办？, 登录中国农业银行网银时，为什么页面没有任何反应？, 登录农行网银时，出现页面无法显示的情况，如何解决？, 在登录农行网银时，页面无法正常加载怎么办？",26.393809974193573
想借高利贷需要什么,"借高利贷需要哪些条件？, 借高利贷需要准备哪些资料？, 申请高利贷时，借款人需要提供哪些信息？, 借高利贷的风险是什么？, 高利贷的申请流程是怎样的？, 高利贷申请步骤有哪些？, 我能通过哪些方式申请高利贷？, 有哪些渠道可以借到高利贷？, 有什么方法可以避免借高利贷？, 有哪些贷款产品可以代替高利贷？",21.354896068572998
哪里住宿便宜，最便宜的那种,"农行的ETC信用卡持卡人如何领取酒店现金券？, ETC信用卡持卡人如何才能免费领取酒店现金券？, 怎样通过农行信用卡优惠频道领取酒店现金券？, 农行ETC卡用户能否享受酒店现金券优惠？, 如何通过农行官网查询300元酒店现金券的领取方式？, 哪些人可以领取农行的300元酒店现金券？, 如何通过农行掌银领取300元酒店抵用券？, 哪些酒店可以使用农业银行的300元现金抵用券？, 如何领取农行的酒店优惠券，具体流程是什么？, 农行的300元酒店现金券活动有什么要求？",22.645724147558212
农行同行跨省多久到账,"农行跨省转账一般多久到账？, 通过农行个人掌银转账，多久能到账？, 从农行个人网银转账到本行需要多久才能到账？, 使用农行的普通转账，多久能够到账？, 使用农行普通转账方式，款项多长时间能到账？, 在农行通过普通转账方式，款项一般多久到对方账户？, 在农行通过普通转账，到账时间一般是多少？, 从农行转账到其他省份，到账需要多久？, 农行本行账户转账到同一银行账户，到账时间是多久？, 如果在农行使用实时转账，资金何时到达账户？",22.947612166404724
我在农行有房贷了还可以办理车贷吗,"我已经在农行有房贷了，能否再申请车贷？, 已经在农行办理房贷，能否继续申请车贷？, 如果我在农行已有房贷，是否能同时办理车贷？, 我在农行有房贷，能不能同时办理车贷？, 我已经在农业银行有房贷，现在还可以办理车贷吗？, 农行已经批准我房贷，是否还能申请车贷？, 已有房贷在农行，能否办理个人车贷？, 在农行已有房贷的情况下，可以办理车贷吗？, 在农行有房贷的情况下，可以再申请车贷吗？, 农行有房贷了，能否再办理汽车贷款？",30.212261736392975
6320是哪个银行的号码,"6320开头的银行卡属于哪个银行？, 62##52开头的银行卡属于哪家银行？, 6320开头的卡号属于哪家银行？, 6320开头的银行卡号通常是哪家银行发行的？, 6320开头的银行卡是哪一银行的？, 以6320为开头的卡，是属于哪家银行的？, 62##52开头的卡片是什么银行的？, 62##52开头的银行卡是农业银行的吗？, 62##52开头的卡是农业银行的借记卡吗？, 62##52为开头的卡是不是农业银行的卡？",27.41797184944153
深圳市精工小额贷款有限公司是正规的吗？,"深圳市精工小额贷款有限公司是正规公司吗？, 深圳市精工小额贷款有限公司是正规企业吗？, 深圳精工小额贷款公司是正规的贷款平台吗？, 深圳精工小额贷款公司的经营模式合规吗？, 深圳精工小额贷款有限公司是否合法经营？, 深圳精工小额贷款公司合法吗？, 深圳的精工小额贷款公司靠谱吗？, 深圳精工小额贷款公司值得信赖吗？, 深圳精工小额贷款公司是否存在风险？, 精工小额贷款有限公司是经过认证的公司吗？",31.938833713531494
银行贵宾卡有什么特权，什么银行的最好用,"贵宾卡的特权有哪些？, 贵宾卡的贵宾客户有哪些专属服务？, 什么是贵宾客户？贵宾卡能提供哪些专享服务？, 银行的贵宾卡提供哪些高端客户服务？, 贵宾卡包含哪些高端服务项目？, 贵宾卡持卡人可以享受哪些优先服务？, 贵宾卡持有者可以享受哪些医疗健康方面的增值服务？, 拥有金钥匙贵宾卡能享受哪些独特的服务？, 作为金钥匙贵宾客户，能享受到哪些优待服务？, 购买贵宾卡后，我能享受到哪些特殊待遇？",21.41751118004322
老农提额失败，过多久可以重新申请提额,"农行信用卡提额失败后，需要多久才能重新申请提升额度？, 农行信用卡提额失败后，多久之后才可以再次尝试申请提升额度？, 农行信用卡提额失败，隔多久才能再次提交提升额度申请？, 农行信用卡提额失败，隔多久可以再次申请提高额度？, 申请农行信用卡提升额度失败，过多久可以重新发起请求？, 如果农行信用卡提额失败，过了多久可以再次申请？, 如果农行信用卡提升额度失败，能多长时间后重新申请？, 提升农行信用卡额度失败，过多长时间可以重新申请？, 如果农行信用卡提额没有成功，多久之后可以再次申请？, 如果农行信用卡提额被拒，多久可以重新申请？",33.69427067041397
国旭小额贷款可靠不,"国旭小额贷款是否值得信赖？, 国旭小额贷款是否有隐性费用？, 国旭小额贷款的信用保障如何？, 国旭小额贷款的信誉如何？, 国旭小额贷款的风险评估机制如何？, 申请国旭小额贷款的风险有多大？, 申请国旭小额贷款的流程可靠吗？, 我该如何判断国旭小额贷款是否安全？, 是否有比国旭小额贷款更安全的贷款方式？, 国旭小额贷款和正规银行贷款有什么区别？",23.201010197401047
广州市盛融小额贷款股份有限公司是骗子公司吗？,"广州市盛融小额贷款股份有限公司是否是一家可靠的公司？, 广州市盛融小额贷款公司是不是一个不正规的贷款平台？, 广州市盛融小额贷款公司是否能提供正规贷款服务？, 如何确认广州市盛融小额贷款股份有限公司的合法性？, 盛融小额贷款公司是否存在欺诈行为？, 盛融小额贷款公司是否有不正当的收费或隐性费用？, 是否有关于盛融小额贷款公司的负面报道或投诉？, 盛融小额贷款公司和正规的贷款机构有何区别？, 盛融小额贷款公司提供的贷款服务可靠吗？, 选择盛融小额贷款公司贷款会有什么潜在风险？",23.462735205888748
农业银行APP申请的信用卡要去面签吗,"农业银行申请信用卡后需要去网点面签吗？, 在农业银行申请信用卡通过后，还需去网点面签吗？, 申请农业银行信用卡后，是否必须到指定网点面签？, 农业银行信用卡审核通过后，是否要到网点面签？, 信用卡申请通过后，农业银行是否要求持卡人到网点面签？, 申请农业银行信用卡通过后，需不需要面签？, 信用卡申请成功后，农业银行是否要求面签？, 农业银行信用卡申请通过后是否有面签要求？, 农业银行信用卡申请通过后，面签时需要哪些资料？, 农业银行信用卡审批通过后，面签时需提供哪些文件和证明？",30.31893616914749
贵宾卡怎么做，贵宾卡有什么用处，贵宾卡大概多少钱,"贵宾卡有哪些主要功能？, 贵宾卡的机场服务有哪些具体项目？, 贵宾卡的贵宾客户服务有哪些专属优势？, 贵宾卡在机场享受哪些特权服务？, 贵宾卡可以为客户提供哪些专属服务？, 贵宾卡能为客户提供哪些增值服务？, 贵宾卡提供的健康管家服务包含哪些内容？, 金钥匙贵宾卡的服务项目包含哪些？, 贵宾客户能享受哪些特别的金融服务？, 贵宾卡的不同等级有哪些区别？",22.51998719573021
刚出学校，想办信用卡，老是办不下来，怎么办呀,"我刚毕业，想办信用卡但一直办不下来，该怎么办？, 我刚毕业，办信用卡老是被拒绝，应该怎么办？, 刚毕业找工作，信用卡申请一直被拒，怎么办？, 我刚毕业，信用卡申请总是被拒，有什么方法可以办理？, 我刚从学校毕业，信用卡申请遇到困难，有什么途径能解决？, 我刚毕业，银行不给办信用卡，有什么途径能办成吗？, 毕业了，想申请信用卡，可总是办不了，有什么办法吗？, 刚刚出校门，想办信用卡但一直被拒，怎么做才好？, 毕业后想办信用卡一直被拒，如何才能通过审核？, 刚刚离开学校，信用卡一直办不下来，如何成功申请？",24.213438630104065
为人民服务的岗位，为什么不能贷款,"为什么我不能申请农行的贷款？, 为什么某些岗位不能办理农业银行的贷款？, 我符合条件为什么还是不能申请农业银行贷款？, 为什么不能在农业银行办理贷款？, 为什么无法通过农业银行申请贷款？, 为什么我在农业银行无法获得贷款？, 为什么我的贷款申请没有通过农业银行审批？, 为什么我的农业银行贷款申请被拒绝？, 为什么农业银行的网捷贷不能申请？, 为什么我无法使用农业银行的网捷贷服务？",27.959332823753357
农业信用卡被锁定有申请解冻成功的短信吗,"农业信用卡被锁定后，是否有收到解冻成功的通知短信？, 解冻农业信用卡后，我是否能收到相关的解冻成功短信？, 农业信用卡解冻后，是否能收到银行的确认短信？, 解冻农业信用卡后，我会收到银行发送的成功解冻短信吗？, 我的农业信用卡被冻结了，申请解冻后是否会收到确认短信？, 解冻农业银行信用卡后，会收到成功短信吗？, 农业银行信用卡被锁定，解冻后会发成功的短信吗？, 为什么农业银行信用卡被锁定了？解冻后能否收到短信确认？, 如果农业银行信用卡被冻结，成功解冻后会有短信通知吗？, 我的农业银行信用卡被冻结，解冻后会有短信通知解冻成功吗？",28.746971517801285
农行信用卡正常使用被冻结，怎么办？,"我的农行信用卡被冻结了，应该怎么解决？, 我的农行信用卡被冻结了，怎么办才能解除？, 我的农行信用卡被冻结了，我该如何确认冻结原因？, 农行信用卡被冻结了，我该怎样找出冻结的原因？, 如果农行信用卡被冻结了，应该如何处理？, 农行信用卡被冻结了，怎么联系银行确认具体原因？, 我的农行信用卡被冻结了，需要联系哪个部门？, 农行信用卡被冻结后如何解冻，应该联系哪个部门？, 如何解决农行信用卡被冻结的问题，应该怎么联系？, 为什么我的农行信用卡会被冻结？该怎么办？",28.966105341911316
过生日了银行会发短信祝福吗？,"农行客户生日会收到祝福短信吗？, 农行的客户会在生日当天收到祝福短信吗？, 农行会在生日时给客户发祝福短信吗？, 农行会在客户的生日给我发祝福短信吗？, 农行是否会在客户生日时发送祝福短信？, 农行在客户过生日时会发祝福信息吗？, 农行会在客户生日时发送生日短信吗？, 如果我是农行客户，银行会发生日祝福短信吗？, 作为农行客户，生日当天会有短信祝福吗？, 如果我在农行办了卡，生日时会收到短信祝福吗？",29.433671802282333
网贷哪个口子容易放款,"网贷哪个平台容易审批放款？, 哪些网贷平台能够快速审批放款？, 哪个网贷平台可以快速放款？, 哪些网贷平台比较容易批准贷款？, 哪些网贷平台的放款审批速度最快？, 目前哪个网贷平台的放款速度最快，最容易通过？, 哪些网贷平台放款时间短，申请容易？, 哪个网贷平台的放款时间比较短？, 哪些网贷平台申请放款简单？, 哪些网贷平台申请门槛低，容易通过？",28.48763084411621
人力资源和社会保障卡能贷款吗,"人力资源和社会保障卡能用于申请贷款吗？, 劳动和社会保障卡可以作为贷款申请的一部分吗？, 社会保障卡是否能作为贷款申请的有效证明？, 社会保障卡能否作为贷款的审批标准之一？, 社保卡是否可以作为贷款审核的依据？, 社保卡能作为贷款的担保或凭证吗？, 是否有银行支持社保卡作为申请贷款的凭证？, 社会保障卡可以帮助加快贷款审批吗？, 是否可以凭社会保障卡申请贷款？, 我可以用社会保障卡申请银行贷款吗？",25.22003361582756
