question,selected,diversity
购房者的信息泄露怎么办,"开发商是否需要征得购房者同意才能将其信息对外披露？, 新版购房合同中对于买房人隐私保护有何规定？, 购房者的个人信息是否可以用于合同以外的其他用途？, 在什么情况下开发商和销售人员可以公开购房者的信息？, 开发商在购房者信息泄露事件中负有哪些责任？, 购房合同中如何明确规定开发商对购房者信息的保密义务？, 开发商是否有责任保护购房者的信息不被泄露？, 如果购房者的信息泄露，开发商该如何处理？, 购房者是否可以要求开发商删除或保密其个人信息？, 如果开发商泄露了购房者的信息，购房者该如何维权？",19.19269509613514
我只有离婚协议书再婚可以直接领结婚证吗,"如果我已经签订了离婚协议书，还需要办理离婚登记才能再婚吗？, 没有办理离婚登记，是否可以结婚？, 只签离婚协议不办理离婚登记，能不能直接结婚？, 如果离婚协议已经签署，是否还能再婚？, 离婚协议书签了，但未办理离婚登记，能领结婚证吗？, 如果只签了离婚协议书，能否直接领取结婚证？, 离婚协议书签署后是否代表婚姻关系已解除？, 离婚协议和结婚证申请有什么关系？, 离婚协议书算不算正式离婚的证据？, 离婚协议书完成后，还需要什么手续才能再婚？",22.257270842790604
被打了一拳鼻子出血，没有骨折，够成是什么罪,"鼻子出血没有骨折，能否通过伤残鉴定来确认是否属于轻伤？, 鼻子受伤出血而没有骨折的情况下，是否应当做伤残鉴定？, 如果鼻子出血没有骨折，是否算是轻伤，构成故意伤害罪？, 被打鼻子出血但没有骨折，是否可以提起伤害诉讼？, 被打了一拳导致鼻子出血，但没有骨折，这种情况会构成什么罪行？, 打人导致鼻子出血但没有骨折，是否符合轻伤的标准？, 如果鼻子出血而没有骨折，是否可以追究打人者的刑事责任？, 鼻子被打出血但未骨折，这样的情况如何定性为犯罪？, 被打了一拳鼻子出血，这样的伤情是否达到了轻伤标准？, 鼻子被打出血但没有骨折，构成何种犯罪行为？",22.548954397439957
通过中介看房，结果与房主私下交易有什么风险,"通过中介看房后，绕过中介与房东直接交易，是否构成违约？, 通过中介看房后与房东私下交易，是否会涉及违约责任？, 在看房后私下与房东交易，是否违反了我和中介的约定？, 如果我私下和房东签约而不通过中介，这样是否违反了协议？, 如果与房东私下交易，中介是否有权追究违约责任？, 在中介带看后私下与房主交易，是否会违反合同条款？, 通过中介看房后，不通过中介与房东签合同会造成哪些违约后果？, 如果我绕过中介直接与房东签合同，这会对我造成什么样的法律后果？, 看房后直接与房东交易，是否意味着违背了与中介的协议？, 中介带我看房后，我私下和房东交易，这是否构成违约行为？",24.182124137878418
离婚纠纷管辖权怎么确定,"如果被告不在中国境内，离婚纠纷应由哪个法院管辖？, 如果被告被劳动教养，离婚案件的管辖法院是哪里？, 离婚案件管辖法院的选择有哪些特殊情况？, 离婚案件的管辖法院能否由被告所在地以外的法院决定？, 离婚案件的管辖法院在原告住所地的情况下如何确定？, 离婚案件的管辖法院是否与婚姻登记地有关？, 离婚纠纷涉及失踪被告时，管辖法院应该由哪方确定？, 一般情况下，离婚纠纷应该由哪个法院管辖？, 原告住所地与常住地不一致时，离婚案件应由哪个法院管辖？, 离婚诉讼应该在哪个法院提起？",22.0974298119545
入室抢劫故意杀人该怎样判决,"入室抢劫过程中致人死亡，法庭会如何判决？, 如果犯罪人在入室抢劫时故意杀人，应该怎么判刑？, 入户抢劫并致人死亡的犯罪，判决会是什么？, 犯入室抢劫并故意杀人的罪行，法院可能判处什么？, 对于入室抢劫加故意杀人的罪犯，刑法有何规定？, 入室抢劫致人死亡应如何判刑？, 入室抢劫致人重伤或死亡，法院应如何判决？, 入室抢劫导致他人死亡，该怎么定罪量刑？, 入室抢劫致人死亡的犯罪行为，最严重的处罚是什么？, 法院如何量刑入室抢劫并故意杀人案件？",24.737480878829956
酒驾110m取保候审法院还会判刑吗,"酒驾超标取保候审后是否可能面临刑罚？, 酒驾110m被取保候审，是否会判刑？, 如果酒驾超标并取保候审，法院是否会判刑？, 如果酒驾后取保候审，最终是否会面临刑罚？, 酒驾案件取保候审后，是否意味着最终会被定罪？, 被取保候审的酒驾案件，最终会受到什么样的刑事处罚？, 如果酒驾110m并取保候审，法院会如何处理？, 取保候审的酒驾案件，法院会判缓刑吗？, 酒驾被取保候审后，法院是否还会判刑？, 取保候审后酒驾案件，判决结果通常是什么？",25.45805811882019
弟弟死亡哥哥可以继承他的房屋吗？如果政府要拆除有没有补偿,"如果弟弟去世，哥哥是第一继承人吗？, 弟弟死后，哥哥能否继承他的房屋？, 如果政府拆除弟弟的房屋，继承人会得到补偿吗？, 政府要拆除弟弟的房屋，是否会有补偿？, 如果没有第一顺位继承人，哥哥是否能够继承弟弟的房屋？, 如果弟弟去世，哥哥继承房产需要符合什么条件？, 弟弟的房屋被政府拆除，是否会得到赔偿？, 如果弟弟去世，哥哥能否继承他的房产？, 如果弟弟过世，哥哥是否可以继承其房产？, 如果弟弟没有父母或子女，哥哥能继承房产吗？",23.061295703053474
满14周岁不满16周岁的犯贩卖毒品更负什么责任。,"14岁到16岁的未成年人贩卖毒品会受到什么样的刑事处理？, 如果一个未满16岁的未成年人贩卖毒品，刑法如何规定他的处罚？, 对于14到16岁之间的未成年人贩卖毒品，刑法规定了什么样的量刑标准？, 根据我国刑法，未满16岁犯贩卖毒品的青少年会如何受到处罚？, 在中国，未满16岁的未成年人贩卖毒品时，法院会如何判定？, 根据中国刑法，未满16岁的青少年因贩卖毒品应如何从轻或减轻处罚？, 14岁以上未满16岁的人如果犯贩卖毒品，如何根据刑法追究其责任？, 我国刑法如何对14到16岁未成年人贩卖毒品行为进行处理？, 根据我国法律，未满16周岁犯贩卖毒品会受到怎样的刑事追究？, 在我国，未满16岁犯贩卖毒品的青少年会受到什么样的处罚？",24.62396103143692
被打轻伤二级赔多少钱,"轻伤二级如何获得医疗费、误工费和护理费的赔偿？, 轻伤二级的赔偿金额是多少？, 受伤后为轻伤二级，是否可以主张营养费赔偿？, 轻伤二级赔偿金具体是多少？, 轻伤二级的赔偿金额通常包括哪些费用？, 轻伤二级患者可获得哪些赔偿？, 受伤为轻伤二级可以赔多少钱？, 如果被打成轻伤二级，可以要求赔偿哪些费用？, 被打轻伤二级后，能主张哪些赔偿项目？, 轻伤二级赔偿包括医疗费、误工费等吗？",23.098456174135208
出车祸当时没住院两天后住院住院费应该有谁出,"在车祸发生两天后住院，费用由谁负责？, 车祸后住院延迟两天，住院费用由谁支付？, 如果车祸后住院，医院费用应由谁支付？, 车祸发生后住院费用是由责任方还是自己承担？, 如果车祸导致住院费延迟支付，责任方应该是谁？, 车祸引起的伤害两天后住院，费用应由哪一方支付？, 车祸两天后住院，费用应该由谁支付？, 车祸引起的伤害两天后住院，住院费由谁负责？, 如果车祸导致的伤害延迟住院，费用的责任方是谁？, 如果车祸发生后没有立即住院，几天后住院费用应该由谁承担？",26.156663417816162
离婚后一方不给抚养费，还找不到人，怎么办,"离婚后另一方不支付抚养费，如何合法维权？, 离婚后对方不支付抚养费且无法找到，如何采取措施？, 离婚后一方未支付抚养费，无法找到人，如何应对？, 离婚后另一方不支付抚养费，如何通过法院追讨？, 如果离婚后一方不支付抚养费且下落不明，我该怎么做？, 离婚后一方失联且不支付孩子抚养费，怎么办？, 离婚后对方不履行抚养费义务，应该如何解决？, 离婚后一方逃避支付抚养费，怎么办？, 离婚后一方未履行抚养费义务且失联，应该怎么做？, 离婚后另一方不支付抚养费，怎么处理？",31.78063941001892
不宜采取口头形式，电子合同属于书面形式吗,"电子合同是否符合书面合同的形式要求？, 电子合同能否按书面合同的标准来执行？, 电子合同是否属于法律认可的书面合同形式？, 电子合同是否可以作为书面合同的替代？, 电子合同是否可以视为书面合同的一种形式？, 在法律上，电子合同可以归类为书面形式吗？, 电子合同算不算是书面形式的合同？, 电子合同是否属于《合同法》中的书面形式？, 电子合同是否符合书面合同的定义？, 电子合同是否具备书面合同的法律效力？",28.98142921924591
外卖小哥受伤，点餐人要不要赔偿,"如果外卖员在送餐过程中受伤，责任是否应该由餐厅承担？, 餐厅是否对外卖员受伤负有赔偿责任？, 外卖员受伤的情况下，责任是否应归于雇佣他的饭店？, 餐厅是否应该为外卖员在送餐过程中发生的事故负责？, 外卖员受伤是餐厅的责任吗？, 外卖员受伤时，应该由餐厅而不是点餐人负责赔偿吗？, 外卖小哥受伤是否应该由餐厅进行赔偿处理？, 外卖小哥在送餐途中受伤，是否应该由雇佣他的餐厅负责赔偿？, 外卖员在工作中受伤，赔偿责任应该由餐厅承担吗？, 送餐员发生事故，餐厅是否要承担赔偿责任？",24.41686749458313
我跟老公离婚老公说一分钱都不给我这怎么办,"老公离婚时不给我财产，我可以要求怎样的财产分配？, 离婚时，我老公坚持不给我一分钱，能如何维权？, 离婚时，他不分财产，我可以通过什么途径索取？, 离婚时，我应该如何保障自己的财产权益？, 离婚时他不肯分财产，怎么办才能维护我的权益？, 如果我老公不同意分割财产，我该如何处理？, 离婚时如果丈夫不分财产，我该如何争取自己的权益？, 老公说离婚时不给我一分财产，我可以怎么做？, 如果我老公离婚时不分配任何财产，我可以怎样解决？, 离婚时，我老公说不给我一分钱，我该怎么办？",24.59142941236496
猪场占地合同到期拆迁国家给补偿吗?,"猪场合同到期，拆迁过程中如何补偿？, 拆迁猪场时，国家是否会对建筑物提供补偿？, 拆迁猪场时，国家会为建筑物提供何种补偿？, 猪场到期拆迁时，是否有拆迁补偿政策？, 合同到期后猪场拆迁，是否涉及赔偿？, 国家拆迁猪场时，是否考虑土地的使用权补偿？, 猪场到期拆迁，国家对土地和建筑物有补偿吗？, 猪场拆迁补偿是根据合同还是根据政策来执行？, 合同期满后，猪场被拆迁时，国家如何补偿？, 猪场拆迁补偿是基于合同还是地方政府政策？",22.308043658733368
我们河*驻*店*舆*房*局就那么不*事吗？民心怨交房日期延长了六年了如今还没有一点动静,"经过六年的等待，河驻店舆房局为什么依然没有交房的任何计划？, 交房日期延迟六年，我们是否可以依法追究河驻店舆房局的责任？, 六年时间过去了，河驻店舆房局为何仍未给出交房的具体日期？, 我们的交房时间被延迟了六年，河驻店舆房局到底在做什么？, 河驻店舆房局为什么在交房日期延迟这么长时间后仍然没有行动？, 六年的时间过去了，河驻店舆房局到底在拖延什么，为什么不解决交房问题？, 河驻店舆房局延误交房的原因是什么，为什么一直未给出明确答复？, 民众的交房日期被一再推迟，河驻店舆房局到底有没有责任？, 为什么我们的交房日期一直拖延，河驻店舆房局对此到底怎么回应？, 为什么河驻店舆房局对于交房延期的问题没有及时给出合理解释？",20.570506006479263
本人在工地干活造成韧带拉伤劳务公司不给赔钱咋办,"在工地受伤后，韧带拉伤，劳务公司拒绝赔偿，该如何维权？, 由于在工地工作时拉伤了韧带，劳务公司不愿意承担赔偿责任，怎么解决？, 如果在工地受伤，韧带拉伤，劳务公司不给赔偿，我可以采取什么措施？, 如果在工地受伤，韧带拉伤，劳务公司不赔偿，我该如何跟公司协商赔偿？, 工地上工作造成韧带拉伤，劳务公司不赔偿，我该如何申请工伤？, 如果劳务公司拒绝赔偿我的工地受伤，我应怎么维权？, 工地上因工作受伤，劳务公司不愿赔偿，我该如何处理？, 我在工地受伤，韧带拉伤，劳务公司不赔偿，我可以申请工伤认定吗？, 在工地发生韧带拉伤，劳务公司不赔偿，我应该先做什么？, 工地受伤导致韧带拉伤，劳务公司不愿赔偿，应该如何要求赔偿？",30.00381374359131
婚后个人买的保险属于个人财产吗,"婚后的保险购买会影响财产分配吗？, 婚后购买的个人保险是否需要作为共同财产处理？, 婚前购买的保险，婚后是否还属于个人财产？, 保险如果是在结婚后购买，是否应算作个人财产？, 个人婚前购买的保险，婚后是否视为夫妻共同财产？, 婚前购买的保险婚后支付的部分是否算夫妻共同财产？, 婚后支付的保险费用属于夫妻共有财产吗？, 婚后个人支付的保险款项是个人财产还是共同财产？, 结婚后购买的保险和婚前购买的保险财产分配有何不同？, 婚后购买的保险和婚前购买的保险有什么财产归属上的区别？",24.24420428276062
办理离婚协议注意哪些问题,"在分割财产时，如何确保公平合理？, 离婚协议中，如何明确探望孩子的具体安排？, 离婚时，夫妻双方应如何分割财产？, 在离婚时，如何尽量减少孩子受到的伤害？, 离婚时，是否可以给对方一次改正的机会，以挽回感情？, 离婚时，夫妻共同债务如何分配？, 离婚财产的分割包括哪些内容？, 夫妻双方是否可以自由协商财产分割方案，而非依赖法律规定？, 感情出现问题时，夫妻是否应先解决外界的干扰因素？, 离婚前，夫妻双方应确保是自愿离婚吗？",14.819190368056297
"右手大拇指除外,手掌断离已接好,无名指与小指断掉了一截,请问是几级伤残","右手大拇指完好，手掌修复无缺，无名指和小指受损，伤残等级会是多少？, 我的右手大拇指完好，手掌经过修复，无名指和小指缺少了一部分，评定伤残等级会是多少？, 右手大拇指没有受伤，手掌已修复，无名指和小指受损，这种伤情应该属于几级伤残？, 如果右手大拇指没有受伤，手掌断离已接好，但无名指和小指缺失一部分，这种情况应该评定为几级伤残？, 手掌断裂已经修复，右手大拇指完整，只有无名指和小指缺损，伤残评定是几级？, 右手大拇指没有受伤，手掌接合，无名指和小指部分缺失，这属于几级伤残？, 如果右手大拇指完好无损，手掌修复完成，无名指和小指缺失一些部分，这属于几级伤残？, 右手大拇指未受伤，手掌修复完成，但无名指和小指部分缺失，伤残等级应当评为几级？, 右手大拇指完好无损，手掌修复，无名指和小指缺损，评定伤残等级为几级？, 右手大拇指没问题，但手掌被修复，无名指和小指部分丧失，这属于几级伤残？",31.184043288230896
补回来的银行卡有交易记录吗？,"补办后的卡是否继承了原卡的交易记录？, 补办的银行卡能看到原卡上的交易记录吗？, 农行借记卡补卡是否会把旧卡的交易记录转移到新卡？, 如果办理了农行的挂失补卡，交易记录会转到新卡上吗？, 挂失补卡后，能否查询到原银行卡的交易信息？, 挂失补卡后，新卡上是否会显示旧卡的交易数据？, 换卡之后，原银行卡的交易信息会转移到新卡上吗？, 换卡时，旧卡的交易历史会自动转到新卡吗？, 重新补办的银行卡上是否能查到之前的交易？, 办理农行借记卡挂失补卡后，交易记录会更新到新卡上吗？",23.48039799928665
贷的太少了，可以提前还清贷款，然后多贷点他用吗,"如果把贷款提前还清，能不能借更多的钱？, 我提前还清贷款，是否可以申请更大的贷款额度？, 如果我还清了现有贷款，能否申请更高额度的贷款？, 我想问，如果提前还款，能否申请更高的贷款额度？, 我可以在还清贷款后申请更高的贷款额度吗？, 还清现有贷款后，是否能申请更多贷款？, 提前偿还贷款后，是否可以申请更多的贷款？, 我是否可以在提前还清贷款后，再申请更多的贷款？, 如果我提前偿还贷款，是否能够申请更高额度的贷款？, 提前还款后，我是否能贷到更多的钱？",29.04856249690056
能缓解资金周转问题吗,"如果资金不足，能通过贷款方式缓解压力吗？, 资金问题严重时，申请贷款能否快速解决？, 面对资金周转问题，是否推荐通过贷款来解决？, 如果我资金紧张，可以通过贷款来解决吗？, 资金周转出现问题时，贷款是否能作为解决办法？, 如果我遇到资金周转问题，贷款是否是个可行的选项？, 资金不足时，申请贷款是否能够迅速解决问题？, 贷款申请是否能够有效缓解我当前的资金困境？, 申请贷款能帮助缓解资金周转困难吗？, 在资金周转不灵时，是否能通过贷款快速获得资金？",20.89323118329048
农行公户转对方农行公公要不要手续费,"如果是同一家农行的公户之间转账，是否收费？, 农行公户之间的转账是否会有手续费？, 从一个农行公户转账到另一个农行公户要收费吗？, 对公转账到同一家银行需要手续费吗？, 转账至农行的另一个公户是否会收取手续费？, 农行公对公转账是否涉及费用？, 农行同城公对公转账有手续费吗？, 农行公户转账到对方农行公户需要手续费吗？, 农行对公账户转账时会收取手续费吗？, 转账到对方农行公户，是否需要缴纳手续费？",24.386861890554428
农行网银登录进去显示不出是怎么回事,"进入农行网银登录页面时，为什么无法加载内容？, 为什么我在登录农行网银时，页面显示不出来？, 农行网银登录后无法显示，是什么原因导致的？, 登录中国农业银行网银时，页面加载失败怎么办？, 农行网银登录不正常，页面无法显示，怎么办？, 为什么在登录农业银行网银时，页面无法正常显示？, 登录农行网银时，为什么页面加载不出来？, 农行网银登录后页面空白，应该如何解决？, 为什么登录农业银行网银时，页面始终无法显示正常内容？, 农行网银登录时，怎么解决页面无法显示的问题？",23.884990215301514
想借高利贷需要什么,"申请高利贷时，借款人需要提供哪些信息？, 借高利贷的风险是什么？, 为什么不建议借高利贷？, 有什么方法可以避免借高利贷？, 如果我急需用钱，怎样借高利贷？, 借款时，是否可以选择高利贷？, 高利贷申请步骤有哪些？, 如何避免陷入高利贷陷阱？, 有哪些贷款产品可以代替高利贷？, 高利贷的申请流程是怎样的？",18.025439113378525
哪里住宿便宜，最便宜的那种,"农行酒店现金抵用券是否可以和其他优惠叠加使用？, 哪些人可以领取农行的300元酒店现金券？, 如何通过农行官网查询300元酒店现金券的领取方式？, 农行300元酒店抵用券活动如何参与？, 参与农行酒店现金券活动有哪些具体步骤？, 如何领取农行的酒店优惠券，具体流程是什么？, 农行的ETC信用卡持卡人如何领取酒店现金券？, 汉庭、全季、宜必思等酒店的300元现金抵用券怎样领取？, 如何通过农行掌银领取300元酒店抵用券？, 农行ETC卡用户能否享受酒店现金券优惠？",20.656378522515297
农行同行跨省多久到账,"在农行通过普通转账，到账时间一般是多少？, 在农行通过普通转账方式，款项一般多久到对方账户？, 使用农行的普通转账，多久能够到账？, 农行个人掌银的转账到账时间是多少？, 在农行进行同行转账，什么时候会收到款项？, 选择农行次日转账时，款项何时到达？, 农行转账到本行时，次日到账的标准是什么？, 使用农行普通转账方式，款项多长时间能到账？, 转账到农行的信用卡，什么时候会显示已还款？, 通过农行个人掌银转账，多久能到账？",22.436640590429306
我在农行有房贷了还可以办理车贷吗,"是否可以在有房贷的基础上申请农行车贷？, 在农行有房贷的情况下，可以再申请车贷吗？, 是否能在农行办理房贷的同时，申请车贷？, 农行已经批准我房贷，是否还能申请车贷？, 如果我在农行已有房贷，是否能同时办理车贷？, 在农行已有房贷的情况下，可以办理车贷吗？, 农行房贷和车贷能同时办理吗？, 我已经在农行有房贷了，能否再申请车贷？, 农行房贷和车贷能一起办理吗？, 如果已经有农行房贷，车贷还能申请吗？",27.36685299873352
6320是哪个银行的号码,"如果银行卡号前六位是6320，是否代表农行？, 以6320为前六位的卡号，是不是农行的借记卡？, 62##52开头的银行卡是农业银行的吗？, 62##52开头的银行卡属于哪家银行？, 62##52为开头的卡是不是农业银行的卡？, 如果银行卡号以6320开头，属于哪个金融机构？, 开头为6320的银行卡是否来自农业银行？, 6320开头的银行卡号通常是哪家银行发行的？, 62##52开头的卡是农业银行的借记卡吗？, 以6320为开头的卡，是属于哪家银行的？",23.26977190375328
深圳市精工小额贷款有限公司是正规的吗？,"精工小额贷款公司是否合法运营？, 深圳精工小额贷款公司的经营模式合规吗？, 深圳精工小额贷款公司合法吗？, 精工小额贷款公司有没有资质？, 深圳的精工小额贷款公司靠谱吗？, 精工小额贷款有限公司是否合法成立？, 深圳市精工小额贷款有限公司是正规公司吗？, 深圳精工小额贷款公司值得信赖吗？, 深圳精工小额贷款有限公司是否合法经营？, 精工小额贷款有限公司的信用怎么样？",29.056709498167038
银行贵宾卡有什么特权，什么银行的最好用,"贵宾卡包含哪些高端服务项目？, 购买贵宾卡后，我能享受到哪些特殊待遇？, 贵宾卡的客户能在健康管理方面得到哪些帮助？, 什么是贵宾客户？贵宾卡能提供哪些专享服务？, 哪些服务是贵宾卡持有者专享的？, 贵宾客户能获得哪些专门的优先服务和通道？, 贵宾客户在机场有哪些优待服务？, 银行的贵宾卡提供哪些高端客户服务？, 哪些银行的贵宾卡服务最好？, 不同等级的贵宾卡分别有什么优势？",18.988631144165993
老农提额失败，过多久可以重新申请提额,"农行信用卡提额没有通过，何时可以再次提交提额申请？, 农行信用卡提额失败，隔多久才能再次提交提升额度申请？, 如果农行信用卡提额失败，过了多久可以再次申请？, 提升农行信用卡额度失败，过多长时间可以重新申请？, 农行信用卡提额失败，隔多久可以再次申请提高额度？, 申请农行信用卡提升额度失败，过多久可以重新发起请求？, 如果农行信用卡提额没有成功，多久之后可以再次申请？, 申请农行信用卡提额被拒，什么时候可以再次申请？, 农行信用卡额度提升申请被拒，应该等多久才可以重新申请？, 农行信用卡提升额度申请被拒，多久能再次申请？",31.772278666496277
国旭小额贷款可靠不,"国旭小额贷款可靠吗？, 国旭小额贷款的信誉如何？, 在选择小额贷款时，国旭平台靠谱吗？, 我该如何判断国旭小额贷款是否安全？, 哪个小额贷款平台更值得信赖？, 有没有更可靠的小额贷款平台？, 国旭小额贷款和正规银行贷款有什么区别？, 国旭小额贷款的信用保障如何？, 有没有推荐的正规渠道可以申请小额贷款？, 是否有比国旭小额贷款更安全的贷款方式？",18.938833370804787
广州市盛融小额贷款股份有限公司是骗子公司吗？,"是否有关于盛融小额贷款公司的负面报道或投诉？, 盛融小额贷款是否有任何消费者投诉或负面评论？, 广州市盛融小额贷款公司是不是一个不正规的贷款平台？, 哪些贷款渠道是合法且安全的？, 广州市盛融小额贷款公司是否能提供正规贷款服务？, 如何判断贷款公司是否具备合法经营资格？, 广州市盛融小额贷款股份有限公司是否是一家可靠的公司？, 盛融小额贷款公司是否有不正当的收费或隐性费用？, 申请网捷贷的流程是怎样的，是否便捷？, 申请贷款时，如何避免选择不正规的贷款公司？",15.217890217900276
农业银行APP申请的信用卡要去面签吗,"信用卡申请通过后，是否必须携带身份证和收入证明进行面签？, 农业银行信用卡申请面签时需要准备哪些材料？, 农业银行信用卡审核通过后，是否要到网点面签？, 在农业银行申请信用卡通过后，还需去网点面签吗？, 农业银行信用卡审批通过后，面签时需提供哪些文件和证明？, 申请农业银行的信用卡是否必须进行面签？, 申请农业银行信用卡后，是否必须到指定网点面签？, 农业银行信用卡是否需要面签才能最终批准？, 申请农业银行的信用卡，面签环节有何要求？, 申请农业银行信用卡通过后，需不需要面签？",27.273805528879166
贵宾卡怎么做，贵宾卡有什么用处，贵宾卡大概多少钱,"贵宾卡的不同等级有哪些区别？, 贵宾卡的机场服务有哪些具体项目？, 贵宾卡的具体用途是什么？, 贵宾卡的费用大概是多少？, 贵宾卡能为客户提供哪些增值服务？, 贵宾卡可以为客户提供哪些专属服务？, 贵宾客户能享受哪些特别的金融服务？, 贵宾卡有哪些主要功能？, 如何申请贵宾卡？, 贵宾卡的贵宾客户服务有哪些专属优势？",21.974724873900414
刚出学校，想办信用卡，老是办不下来，怎么办呀,"毕业后想办信用卡一直被拒，如何才能通过审核？, 我刚毕业，想办信用卡但一直办不下来，该怎么办？, 刚刚出校门，想办信用卡但一直被拒，怎么做才好？, 申请信用卡时总是遇到困难，怎么才能顺利办理？, 我想办理信用卡，为什么一直无法通过审核？, 我刚毕业，办信用卡老是被拒绝，应该怎么办？, 为什么我一直申请不到信用卡？有没有什么解决办法？, 为什么我申请信用卡总是没有通过，应该如何解决？, 毕业了，想申请信用卡，可总是办不了，有什么办法吗？, 毕业了后想办信用卡，为什么申请老是失败？",22.06587913632393
为人民服务的岗位，为什么不能贷款,"为什么无法通过农业银行申请贷款？, 我符合条件为什么还是不能申请农业银行贷款？, 为什么不能在农业银行办理贷款？, 为什么某些情况无法申请网捷贷？, 农业银行的网捷贷为什么不能申请？, 农业银行的网捷贷贷款资格是什么？, 为什么我的农业银行贷款申请被拒绝？, 为什么我无法使用农业银行的网捷贷服务？, 农业银行贷款申请条件是什么？, 申请农业银行网捷贷时有什么限制？",22.42018373310566
农业信用卡被锁定有申请解冻成功的短信吗,"如果农业银行信用卡被冻结，成功解冻后会有短信通知吗？, 解冻农业信用卡后，我会收到银行发送的成功解冻短信吗？, 农业信用卡被锁定后，是否有收到解冻成功的通知短信？, 如何得知我的农业信用卡解冻成功？会有短信通知吗？, 如何确认农业银行信用卡是否成功解冻，是否有短信提醒？, 农业信用卡解冻后，是否能收到银行的确认短信？, 农行信用卡锁定情况能否通过短信通知解冻成功？, 我的农业银行信用卡被冻结，解冻后会有短信通知解冻成功吗？, 解冻农业信用卡的流程是什么？会不会收到解冻成功的短信？, 我申请解冻农行信用卡，能否通过短信收到解冻成功的消息？",25.804062455892563
农行信用卡正常使用被冻结，怎么办？,"我可以通过电话查询农行信用卡被冻结的原因吗？, 我的农行信用卡被冻结了，需要联系哪个部门？, 农行信用卡被冻结后，是否能通过客服电话得到帮助？, 农行信用卡被冻结了，我该怎样找出冻结的原因？, 需要提供哪些信息才能查明农行信用卡被冻结的原因？, 我能通过农行信用卡客服查询被冻结的原因吗？, 农行信用卡被冻结后如何解冻，应该联系哪个部门？, 农行信用卡正常使用被冻结了，怎么办？, 农行信用卡被冻结，应该打哪个电话查询情况？, 为什么农行信用卡会被冻结？我该怎么办？",24.841121077537537
过生日了银行会发短信祝福吗？,"作为农行客户，生日当天会有短信祝福吗？, 农行是否会在客户生日时发送祝福短信？, 农行的客户会在生日当天收到祝福短信吗？, 如果我在农行办了卡，生日时会收到短信祝福吗？, 农行是否为客户提供生日祝福短信服务？, 客户生日农行会通过短信祝福吗？, 我生日时，农行会不会发送祝福短信？, 我的生日是农行客户，银行会祝福吗？, 如果我在农行有账户，生日当天会收到祝福吗？, 农行会发什么样的短信祝福客户生日？",25.182769626379013
网贷哪个口子容易放款,"哪些网贷口子申请审批简便？, 哪些网贷平台的放款审批速度最快？, 哪些网贷口子申请简单容易放款？, 哪些网贷口子的审核不严？, 哪个网贷平台可以快速放款？, 网贷哪个平台容易审批放款？, 网贷平台有哪些贷款申请容易通过？, 目前哪个网贷平台的放款速度最快，最容易通过？, 哪些网贷平台的贷款申请条件宽松？, 网贷申请审批通过率较高的有哪些？",23.214242666959763
人力资源和社会保障卡能贷款吗,"持有社会保障卡能不能申请小额消费贷款？, 使用社会保障卡是否能帮助申请网捷贷？, 劳动和社会保障卡可以作为贷款申请的一部分吗？, 是否可以凭社会保障卡申请贷款？, 是否有银行支持社保卡作为申请贷款的凭证？, 农业银行支持用社保卡申请贷款吗？, 社保卡作为贷款材料会被银行接受吗？, 能否通过社会保障卡办理网捷贷贷款？, 使用社会保障卡申请贷款需要满足什么条件？, 人力资源和社会保障卡能用于申请贷款吗？",21.237132370471954
现金速递可以不还吗,"现金速递逾期不还会产生什么后果？, 现金速递如果欠款无法偿还会怎么样？, 现金速递贷款没钱还怎么办？, 现金速递可以不还款然后再借新的款项吗？, 现金速递如果没有钱能不能不还？, 现金速递不还算不算违约？, 没钱的话，现金速递能不能延迟不还？, 没有还款能力时，现金速递是否可以暂停还款？, 现金速递如果没有还款能力该如何应对？, 没有足够的钱还能不还现金速递吗？",19.376185446977615
现金速递以后上征信吗？,"现金速递的借款会影响征信记录吗？, 现金速递的借款是否会提交给征信系统？, 现金速递借款是否会影响个人信用记录？, 现金速递借款是否会在征信报告中显示？, 现金速递借款上征信吗？, 现金速递会影响我的个人信用吗？, 现金速递借款对个人征信有影响吗？, 现金速递会把借款信息上报到征信吗？, 现金速递的贷款会不会影响征信？, 现金速递借款后会不会有征信记录？",27.3817195892334
现金速递逾期能拖多久？,"现金速递逾期后可以拖延多长时间？, 现金速递逾期了，有多少天的宽限期？, 现金速递还款逾期，能拖到几天才会造成影响？, 现金速递的逾期时间最长可以延迟多久才不会产生严重后果？, 现金速递逾期后，可以延迟多少天才不会有太大后果？, 现金速递逾期后，能拖多少天才不会被催款？, 现金速递逾期后，最长期限是什么时候？, 如果现金速递逾期了，能延迟多久还款？, 如果现金速递逾期，能够延期多久才会产生罚款？, 现金速递逾期多久会受到影响，最长的宽限期是多少？",24.43168869614601
货上钱上征信查征信吗,"我的征信如果有不良记录，还能申请网捷贷吗？, 网捷贷申请过程中是否涉及到征信查询？, 申请网捷贷时是否会检查我的信用评分？, 网捷贷对征信要求严格吗？, 个人征信良好的情况下，是否更容易获得网捷贷批准？, 如何确认我的征信是否会被查询？, 申请网捷贷的信用审核流程是怎样的？, 申请网捷贷的审批速度是否与征信记录有关？, 农行网捷贷是否会向征信机构报告借款记录？, 申请网捷贷会对个人信用产生影响吗？",17.410977825522423
